descricao_produto_preco_minimo,id_produto,uf,regionalizacao,ano_inicio_vigencia,mes_incio_vigencia,ano_termino_vigencia,mes_termino_vigencia,preco,dsc_unidade_comercializacao,nome_normativo,url,local
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AM,AM             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,AM
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,AP,AP             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,AP
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,BA,BA             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,BA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,CE,CE             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,CE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,MA,MA             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,MA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PA,PA             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,PA
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PB,PB             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,PB
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PE,PE             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,PE
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2019,1,2019,12,1.63,kg                                                          ,PORTARIA Nº 141 DE 8 DE JANEIR,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_141.pdf                                ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2020,1,2020,12,1.41,kg                                                          ,"PORTARIA Nº 313, DE 30 DE DEZE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_313.pdf                                ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2021,1,2021,12,1.41,kg                                                          ,PREÇOS MÍNIMOS DOS PRODUTOS DE,http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_18.pdf                                 ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2022,1,2022,12,1.63,kg                                                          ,"PORTARIA MAPA Nº 376, DE 22 DE",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_376.pdf                                ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2023,1,2023,12,1.81,kg                                                          ,"PORTARIA MAPA Nº 534, DE 19 DE",https://www.in.gov.br/en/web/dou/-/portaria-mapa-n-534-de-19-de-dezembro-de-2022-452020932          ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,PI,PI             ,2024,1,2024,12,1.98,kg                                                          ,"PORTARIA MDA Nº 41, DE 29 DE D",https://www.in.gov.br/web/dou/-/portaria-mda-n-41-de-29-de-dezembro-de-2023-535311884               ,PI
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,RN,RN             ,2014,7,2015,6,1.11,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RN
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,RN,RN             ,2015,7,2016,6,1.18,kg                                                          ,"PORTARIA Nº 201, DE 1º DE JULH",NI                                                                                                  ,RN
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,RN,RN             ,2016,7,2017,6,1.29,kg                                                          ,"PORTARIA Nº 123, DE 5 DE JULHO",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf                                ,RN
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,RN,RN             ,2017,7,2017,12,1.29,kg                                                          ,"PORTARIA Nº  1.577, DE 17 DE J",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_1577.pdf                               ,RN
AÇAÍ (FRUTO) - PRODUTO EXTRATIVO        ,6331,RN,RN             ,2018,1,2018,12,1.6,kg                                                          ,"PORTARIA Nº 14, DE 3 DE JANEIR",http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_14.pdf                                 ,RN
