dsc_fonte,municipio_origem,cod_ibge_origem,uf_origem,municipio_destino,cod_ibge_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km,data_padronizada,local
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,8,1194,"195,0","0,1633",08/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,9,1141,"175,0","0,1534",09/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,9,1847,"290,0","0,157",09/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,9,2242,"305,0","0,136",09/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,9,1194,"190,0","0,1591",09/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,10,1194,"180,0","0,1508",10/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,10,2242,"290,0","0,1293",10/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,10,1141,"165,0","0,1446",10/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,10,1847,"270,0","0,1462",10/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,11,1847,"260,0","0,1408",11/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,11,2242,"280,0","0,1249",11/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,11,1194,"170,0","0,1424",11/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,11,1141,"165,0","0,1446",11/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2017,12,2242,"270,0","0,1204",12/2017,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2017,12,1847,"250,0","0,1354",12/2017,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2017,12,1194,"160,0","0,134",12/2017,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2017,12,1141,"160,0","0,1402",12/2017,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,1,1847,"260,0","0,1408",01/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,1,1141,"150,0","0,1315",01/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,1,1194,"150,0","0,1256",01/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,1,2242,"270,0","0,1204",01/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,2,1847,"280,0","0,1516",02/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,2,2242,"280,0","0,1249",02/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,2,1194,"170,0","0,1424",02/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,2,1141,"170,0","0,149",02/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,3,1847,"330,0","0,1787",03/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,3,2242,"340,0","0,1517",03/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,3,1141,"210,0","0,184",03/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,3,1194,"220,0","0,1843",03/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,4,1141,"190,0","0,1665",04/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,4,2242,"310,0","0,1383",04/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,4,1194,"190,0","0,1591",04/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,4,1847,"295,0","0,1597",04/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,5,1847,"290,0","0,157",05/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,5,2242,"305,0","0,136",05/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,5,1194,"185,0","0,1549",05/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,5,1141,"190,0","0,1665",05/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,6,1141,"190,0","0,1665",06/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,6,1847,"290,0","0,157",06/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,6,2242,"305,0","0,136",06/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,6,1194,"185,0","0,1549",06/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,7,1194,"180,0","0,1508",07/2018,TO        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SANTOS-SP                                         ,3548500,SP        ,2018,7,1847,"340,0","0,1841",07/2018,SP        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,7,1141,"190,0","0,1665",07/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,7,2242,"340,0","0,1517",07/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,SÃO LUÍS-MA                                       ,2111300,MA        ,2018,8,2242,"340,0","0,1517",08/2018,MA        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,ARAGUARI-MG                                       ,3103504,MG        ,2018,8,1141,"190,0","0,1665",08/2018,MG        
PESQUISA                        ,QUERÊNCIA-MT                                      ,5107065,MT        ,COLINAS DO TOCANTINS-TO                           ,1705508,TO        ,2018,8,1194,"180,0","0,1508",08/2018,TO        
