municipio_origem,uf_origem,municipio_destino,uf_destino,ano,mes,distancia_km,valor_frete_tonelada,valor_tonelada_km
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2023,Setembro,1437,"310,0","0,2157"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Setembro,819,"227,25","0,2775"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2023,Setembro,293,"88,0","0,3003"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2023,Outubro,1437,"310,0","0,2157"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2023,Outubro,293,"89,25","0,3046"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Outubro,819,"226,84","0,277"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2023,Novembro,1437,"220,0","0,1531"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Novembro,819,"158,25","0,1932"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2023,Novembro,513,"111,0","0,2164"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2023,Dezembro,1437,"260,0","0,1809"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2023,Dezembro,819,"140,0","0,1709"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2024,Janeiro,293,"79,0","0,269"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Janeiro,1437,"205,0","0,1427"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Fevereiro,819,"166,0","0,2023"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Fevereiro,1437,"64,0","0,0447"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Março,1437,"53,0","0,0365"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Março,819,"189,0","0,2308"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Abril,819,"135,0","0,1648"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Abril,1437,"77,0","0,0536"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2024,Maio,293,"69,0","0,2346"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Maio,819,"164,0","0,2002"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Maio,1437,"215,0","0,1496"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Junho,1437,"312,0","0,2171"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2024,Junho,293,"77,0","0,2615"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Junho,819,"180,0","0,2198"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2024,Julho,513,"110,13","0,2147"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Julho,1039,"236,0","0,2271"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Setembro,1437,"300,0","0,2088"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Setembro,819,"200,0","0,2442"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2024,Setembro,293,"86,0","0,2947"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Outubro,819,"187,0","0,2277"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Outubro,1437,"260,0","0,1809"
BALSAS-MA                                         ,MA        ,PORTO FRANCO-MA                                   ,MA        ,2024,Outubro,293,"70,0","0,2389"
BALSAS-MA                                         ,MA        ,CAMARAGIBE-PE                                     ,PE        ,2024,Novembro,1415,"180,0","0,1272"
BALSAS-MA                                         ,MA        ,SÃO LUÍS-MA                                       ,MA        ,2024,Dezembro,819,"105,0","0,1282"
BALSAS-MA                                         ,MA        ,CABO DE SANTO AGOSTINHO-PE                        ,PE        ,2024,Dezembro,1437,"250,0","0,174"
BOM JESUS DA PENHA-MG                             ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Setembro,378,"120,0","0,3175"
BOM JESUS DA PENHA-MG                             ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Outubro,378,"120,0","0,3175"
BOM JESUS DA PENHA-MG                             ,MG        ,UBERLÂNDIA-MG                                     ,MG        ,2024,Novembro,378,"120,0","0,3175"
BOM JESUS DE GOIÁS-GO                             ,GO        ,PONTALINA-GO                                      ,GO        ,2014,Novembro,109,"30,89","0,28"
BOM JESUS DE GOIÁS-GO                             ,GO        ,PONTALINA-GO                                      ,GO        ,2015,Março,109,"28,07","0,2575"
BOM JESUS DE GOIÁS-GO                             ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Maio,226,"67,0","0,2965"
BOM JESUS DE GOIÁS-GO                             ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Maio,1507,"236,0","0,1566"
BOM JESUS DE GOIÁS-GO                             ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Maio,197,"68,4","0,3472"
BOM JESUS DE GOIÁS-GO                             ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Maio,1179,"202,0","0,1713"
BOM JESUS DE GOIÁS-GO                             ,GO        ,UBERABA-MG                                        ,MG        ,2021,Maio,309,"67,8","0,2194"
BOM JESUS DE GOIÁS-GO                             ,GO        ,SANTOS-SP                                         ,SP        ,2021,Maio,841,"199,0","0,2366"
BOM JESUS DE GOIÁS-GO                             ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Maio,858,"199,0","0,2319"
BOM JESUS DE GOIÁS-GO                             ,GO        ,UBERABA-MG                                        ,MG        ,2021,Junho,309,"68,2","0,2207"
BOM JESUS DE GOIÁS-GO                             ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Junho,1507,"195,0","0,1294"
BOM JESUS DE GOIÁS-GO                             ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Junho,1179,"168,0","0,1425"
BOM JESUS DE GOIÁS-GO                             ,GO        ,SANTOS-SP                                         ,SP        ,2021,Junho,841,"175,0","0,2081"
BOM JESUS DE GOIÁS-GO                             ,GO        ,GUARUJÁ-SP                                        ,SP        ,2021,Junho,858,"175,0","0,204"
BOM JESUS DE GOIÁS-GO                             ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Junho,197,"66,0","0,335"
BOM JESUS DE GOIÁS-GO                             ,GO        ,SÃO SIMÃO-GO                                      ,GO        ,2021,Junho,226,"65,0","0,2876"
BOM JESUS DE GOIÁS-GO                             ,GO        ,UBERABA-MG                                        ,MG        ,2021,Julho,309,"69,17","0,2239"
BOM JESUS DE GOIÁS-GO                             ,GO        ,ARAGUARI-MG                                       ,MG        ,2021,Julho,197,"67,5","0,3426"
BOM JESUS DE GOIÁS-GO                             ,GO        ,PARANAGUÁ-PR                                      ,PR        ,2021,Julho,1179,"176,67","0,1498"
BOM JESUS DE GOIÁS-GO                             ,GO        ,IMBITUBA-SC                                       ,SC        ,2021,Julho,1507,"193,33","0,1283"
BOM JESUS DE GOIÁS-GO                             ,GO        ,SANTOS-SP                                         ,SP        ,2021,Julho,841,"170,83","0,2031"
